Common_Nm,Species,Class,Top 30 worst,Doublechecker,Notes (include refs where applicable),Reference in Appendix,Double check completed? ,Disease Agent (to remove),Domesticated (to set as diverse),Continents,Countries
"feather duster worm, sea flower",Branchiomma bairdi,Polychaeta,,Dat,"Described as being native to the United States, to Panam, and the Caribbean (though actual origin is unknown);http://dx.doi.org/10.3391/bir.2014.3.4.04",,1,,,,United States;Mexico;Panama;Costa Rica
jaragua,Hyparrhenia rufa,Liliopsida,,Dat,Native to tropical/Southern Africa.. Strange countries listed; CABI,,1,,,,"Angola;Benin;Botswana;Burkina Faso;Burundi;Cameroon;Central African Republic;Chad;Congo, Democratic Republic of the; Congo, Republic of the;Côte d'Ivoire;Eritrea;Ethiopia;Gambia;Guinea;Guinea-Bissau;Kenya;Madagascar;Malawi;Mali;Mauritania;Namibia;Nigeria;Rwanda;Senegal;Seychelles;Sierra Leone;South Africa;Tanzania;Togo;Uganda;Zambia;Zimbabwe"
Rose Natal grass,Melinis repens,Liliopsida,,Dat,"It is native to Africa, strange (exotic?) countries listed here; CABI",,1,,,,"Angola;Benin;Botswana;Burkina Faso;Burundi;Cameroon;Congo, Democratic Republic of the; Equatorial Guinea;Eritrea;Ethiopia;Gabon;Ghana;Guinea;Kenya;Malawi;Morocco;Mozambique;Namibia;South Africa;Sudan;Tanzania;Togo;Uganda;Zambia;Zimbabwe"
Mouse,Peromyscus eremicus,Mammalia,,Emma,,,1,,1,,United States;Mexico;United States;NA
domestic cattle,Bos taurus,Mammalia,,Emma,Domestic,,1,,1,,United States;Peru;Argentina;Cuba;United States;South Africa;Madagascar;France;Bolivia;Mexico;United Kingdom;El Salvador;Kenya;Canada;Uganda;Egypt;Afghanistan;United Kingdom;Congo - Kinshasa;Ecuador;Spain;Austria;NA;NA;NA;NA;NA
season vine,Cissus verticillata,Magnoliopsida,,Dat,Native to the Americas; CABI,,1,,,,Anguilla;Antigua & Barbuda;Aruba;Barbados;Belize;Bermuda;Caribbean Netherlands;British Virgin Islands;Cayman Islands;Costa Rica;Cuba;Curacao;Dominica;Dominican Republic;El Salvador;Grenada;Guadeloupe;Guatemala;Haiti;Honduras;Jamaica;Martinique;Mexico;Montserrat;Nicaragua;Panama;Puerto Rico;Saint Kitts and Nevis;St. Vincent & Grenadines;Sint Maarten;Trinidad & Tobago;U.S. Virgin Islands;United States;Argentina;Bolivia;Brazil;Chile;Colombia;Ecuador;French Guiana;Guyana;Paraguay;Peru;Suriname;Venezuela;Netherlands
,Dicentra peregrina,Magnoliopsida,,Emma,"https://en.hortipedia.com/Dicentra_peregrina, Kamchatka and Sakhalin ",,1,,,AS,Japan; Russia
Creeping daisy,Sphagneticola trilobata,Magnoliopsida,,Emma,CABI (removed Taiwan),,1,,,NAm; SAm,"United States;Brazil; Costa Rica; Belize; Guatemala; Honduras; Mexico; Nicaragua, Panama; Saint Lucial; Bolivia; Colombia; Ecuador; Guyana; Peru; Suriname; Venezuela; French Guiana"
Guppy,Poecilia reticulata,Actinopterygii,,Emma,"CABI: P. reticulata is native to Trinidad and Tobago and parts of South America including Venezuela, Guyana, Surinam (Farr, 1975). It also occurs in Antigua and Barbuda, Barbados, Brazil, Guyana, Netherlands Antilles, and the US Virgin Islands (Kenny, 1995), and it has been found in Barbados, Cuba and Grenada (Magurran, 2005), but it is not certain whether the species naturally colonised these regions or was introduced.",,1,,,NAm; SAm,Colombia;Trinidad & Tobago;Guyana;Venezuala; Suriname
New Guinea flatworm,Platydemus manokwari,Tricladida,,Desika,https://www.cabi.org/isc/datasheet/42340#todistribution,,1,,,Asia; Oceania,Papua New Guinea;Irian Jaya (Indonesia)
Coconut Rhinoceros Beetle,Oryctes rhinoceros,Insecta,,Desika,Continent was originally incorrectly listed as native to NA; changed to AS according to GISD (http://www.iucngisd.org/gisd/species.php?sc=173),,1,,,Asia,Bangladesh;Cambodia;China;Indonesia;Laos;Malaysia;Myanmar;Pakistan;Philippines;Sri Lanka;Taiwan;Thailand;Vietnam
white potato cyst nematode,Globodera pallida,Chromadorea,,Desika,Remove pathogen,,1,1,,South America,Bolivia;Peru
yellow potato cyst nematode,Globodera rostochiensis,Chromadorea,,Desika,Remove pathogen,,1,1,,South America,Bolivia;Chile;Colombia;Ecuador;Peru;Venezuela
,Rousettus aegyptiacus,Mammalia,,Desika,Range corrected according to: https://www.ceson.org/vespertilio/15/benda2012vesp.pdf. ,,1,,,AS;AF,"Gulf of Guinea (from Senegal to W Angola, including some islands in the Gulf), South Africa to East Africa (Eritrea), Egypt Middle East (SW Turkey, Cyprus, Levantine and Arabian shores up to S Iran and S Pakistan)"
Eastern subterranean termite,Reticulitermes flavipes,Insecta,,Desika,https://animaldiversity.org/accounts/Reticulitermes_flavipes/,,1,,,NAm; SAm,"United States, Mexico"
NA,Artemia franciscana,Branchiopoda,,Emma,Native to Americas; GBIF,,1,,,NAm; SAm,Canada;United States;Argentina;Colombia;Mexico;Brazil;Puerto Rico;Peru;Jamaica;Chile;Venezuela;
NA,Dysdera crocata,Arachnida,,Emma,Native to Mediterranean (GISD),,1,,,EU,
Barbary Ground Squirrel,Atlantoxerus getulus,Mammalia,,Elza,"DAISIE, GBIF",,1,,,AF,Morocco;NA
Small Canary Grass,Phalaris minor,Liliopsida,,Elza,https://powo.science.kew.org/,,1,,,AF;EUR;AS,Afghanistan;Albania;Algeria;Baleares;Canary Is.;Chad;Corse;Cyprus;East Aegean Is.;East Himalaya;Egypt;Eritrea;France;Greece;Gulf States;India;Iran;Iraq;Italy;Kriti;Kuwait;Lebanon-Syria;Libya;Madeira;Mauritania;Morocco;Nepal;North Caucasus;Oman;Pakistan;Palestine;Portugal;Sardegna;Saudi Arabia;Sicilia;Sinai;Spain;Sudan;Tadzhikistan;Transcaucasus;Tunisia;Turkey;Turkey-in-Europe;Turkmenistan;Uzbekistan;West Himalaya;Western Sahara;Yugoslavia
Coffee Borer Beetle,Hypothenemus hampei,Insecta,,Elza,"DAISIE, GBIF",,1,,,AF,
southern saltmarsh mosquito,Aedes camptorhynchus,Insecta,,Elza,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjF5823_tH1AhWZRvEDHQbtAH0QFnoECAQQAQ&url=https%3A%2F%2Fwww.smsl.co.nz%2Fsite%2Fsouthernmonitoring%2Ffiles%2FNZB%2FAedes%2520camptorhynchus%2520-%2520profile%2520Mar%252007.pdf&usg=AOvVaw0ciSPvvugYxLd1qvu7-VvY,,1,,,OC,Australia
Kangaroo thorn,Acacia paradoxa,Magnoliopsida,,Elza,https://powo.science.kew.org/,,1,,,OC,Australia
NA,Otala punctata,Gastropoda,,Elza,GBIF,,1,,,AF;EUR,northwest Algeria;eastern Spain;the Balearic Islands
Coconut hispine beetle,Brontispa longissima,Insecta,,Elza,doi: 10.1673/031.012.5801,,1,,,OC,Indonesia;Papua New Guinea;Indonesia;Papua New Guinea;Indonesia;Papua New Guinea
blue oat mite,Penthaleus major,Arachnida,,Elza,I did not find anything,,1,,,UNK,
lucerne flea,Dicyrtomina ornata,Collembola,,Elza,I did not find anything,,1,,,UNK,
Spotted lanternfly,Lycorma delicatula,Insecta,,Elza,https://entnemdept.ufl.edu/creatures/ORN/TREES/spotted_lanternfly.html,,1,,,AS,China
frog fruit,Phyla nodiflora,Magnoliopsida,,Elza,https://powo.science.kew.org/,,1,,,SAm;OC;NAm;AS,"Alabama, Albania, Aldabra, Algeria, Andaman Is., Angola, Argentina Northeast, Argentina Northwest, Argentina South, Arizona, Arkansas, Aruba, Assam, Bahamas, Baleares, Bangladesh, Belize, Benin, Bermuda, Bolivia, Botswana, Brazil North, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Burkina, Burundi, California, Cambodia, Cape Provinces, Caprivi Strip, Caroline Is., Cayman Is., Central African Repu, Chad, Chagos Archipelago, Chile Central, Chile North, China South-Central, China Southeast, Colombia, Corse, Costa Rica, Cuba, Cyprus, Djibouti, Dominican Republic, East Himalaya, Ecuador, Egypt, El Salvador, Eritrea, Ethiopia, Florida, Free State, Galápagos, Georgia, Ghana, Greece, Guatemala, Guinea-Bissau, Gulf States, Hainan, Haiti, Honduras, India, Iran, Italy, Jamaica, Japan, Kansas, Kentucky, Kenya, Kriti, KwaZulu-Natal, Laccadive Is., Lebanon-Syria, Leeward Is., Lesotho, Lesser Sunda Is., Liberia, Libya, Louisiana, Madagascar, Malawi, Malaya, Maldives, Mali, Marianas, Mauritania, Mexico Central, Mexico Gulf, Mexico Northeast, Mexico Northwest, Mexico Southeast, Mexico Southwest, Mississippi, Missouri, Morocco, Mozambique, Myanmar, Namibia, Nansei-shoto, Nepal, Netherlands Antilles, Nevada, New Guinea, New Mexico, New South Wales, Nicaragua, Nicobar Is., Niger, Nigeria, North Carolina, Northern Provinces, Northern Territory, Oklahoma, Oman, Oregon, Pakistan, Palestine, Panamá, Paraguay, Pennsylvania, Peru, Philippines, Puerto Rico, Queensland, Samoa, Saudi Arabia, Senegal, Seychelles, Sicilia, Sinai, Socotra, Solomon Is., Somalia, South Carolina, South China Sea, Southwest Caribbean, Spain, Sri Lanka, Sudan, Sulawesi, Swaziland, Tanzania, Texas, Thailand, Tibet, Togo, Trinidad-Tobago, Tunisia, Turkey-in-Europe, Turks-Caicos Is., Uganda, Uruguay, Utah, Venezuela, Venezuelan Antilles, West Himalaya, Western Australia, Windward Is., Zambia, Zaïre, Zimbabwe"
Eucalyptus snout beetle,Gonipterus platensis,Insecta,,Franck (Ross),Correct ,NA,1,,,OC,Australia;
Feather duster worm,Sabella spallanzanii,Polychaeta,,Franck (Ross),Corrected: http://www.iucngisd.org/gisd/speciesname/Sabella+spallanzanii https://eol.org/pages/586849,NA,1,,,EUR;AF;AS,Albania;Algeria;Bosnia And Herzegovina;Croatia;Cyprus;Egypt;France;Gambia;Greece;Guinea-Bissau;Israel;Italy;Lebanon;Libya;Mauritania;Montenegro;Morocco;Portugal;Senegal;Slovenia;Spain;Syria;Tunisia;Turkey
Mexican gray squirrel,Sciurus aureogaster,Mammalia,,Franck (Ross),Correct,NA,1,,,NAm,Mexico;United States;Guatemala
large white butterfly,Pieris brassicae,Insecta,,Franck (Emma),https://www.butterfliesandmoths.org/species/Pieris-brassicae,,1,,,EUR; AS,Netherlands;Estonia;
Sirex,Deladenus siricidicola,Chromadorea,,Franck (Emma),irrelevant to include as it is a biological control agent https://biocontrol.entomology.cornell.edu/pathogens/Deladenus.php,,1,1,,UNK,
Common buckthorn,Rhamnus cathartica,Magnoliopsida,,Franck (Ross),Corrected: https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718256-1,NA,1,,,EUR;AS;AF,Albania;Algeria;Austria;Belarus;Belgium;Bulgaria;Czechia;Slovakia;Denmark;Russia;Finland;France;Germany;United Kingdom;Greece;Hungary;Iran;Ireland;Italy;Kazakhstan;Kyrgyzstan;Morocco;Netherlands;Norway;Poland;Portugal;Romania;Spain;Sweden;Switzerland;Tajikistan;Turkey;Ukraine;Uzbekistan
Garlic mustard,Alliaria petiolata,Magnoliopsida,,Franck (Emma),"Removed north american countries and australia, https://websites.rbge.org.uk/cgi-bin/nph-readbtree.pl/feout?FAMILY_XREF=&GENUS_XREF=Alliaria&SPECIES_XREF=&TAXON_NAME_XREF=&RANK=",,1,,,EUR; AS,Russia;United Kingdom;France;Netherlands;Italy
Glossy buckthorn,Frangula alnus,Magnoliopsida,,Franck (Emma),"Removed US, http://rbg-web2.rbge.org.uk/cgi-bin/nph-readbtree.pl/feout?FAMILY_XREF=&GENUS_XREF=Frangula&SPECIES_XREF=alnus&TAXON_NAME_XREF=&RANK=",,1,,,EUR; AS,Russia;France;Finland;United Kingdom;Netherlands;Italy
Common tansy,Tanacetum vulgare,Magnoliopsida,,Franck (Emma),"Removed US, https://plants.sc.egov.usda.gov/home/plantProfile?symbol=TAVU",,1,,,EUR; AS,Russia;Estonia;United Kingdom;Finland;Australia;Lithuania
Wild parsnip/Pastinaca sativa,Pastinaca sativa,Magnoliopsida,,Franck (Emma),"Removed US, https://www.invasiveplantatlas.org/subject.html?sub=6147",,1,,,EUR; AS,United States;United Kingdom;Germany;Italy;Slovenia
Hessian fly,Mayetiola destructor,Insecta,,Franck (Emma),https://www.biodiversitylibrary.org/item/78853#page/598/mode/1up,,1,,,AS,
Cereal leaf beatle/Oulema melanopus,Oulema melanopus,Insecta,,Emma,http://msue.anr.msu.edu/news/cereal_leaf_beetle,,1,,,,France;Slovenia;
Chinese privet,Ligustrum sinense,Magnoliopsida,,Nigel,"L. sinense is a native of China, Vietnam and Laos (Batcher, 2000) but has been widely introduced to Europe, Africa, North and South America and Australasia."" https://www.cabi.org/isc/datasheet/30763",,1,,,AS,Taiwan;China;Hong Kong;Laos;Vietnam
Horse,Equus ferus,Mammalia,,Emma,combine with Equus callabus,,1,,,,REMOVE
Sweet summer grass,Brachiaria eruciformis,Liliopsida,,Nigel,"Removed Mexico/N. America - although CABI lists species as native to Mexico in table, it also says ""It is native to Africa, the Mediterranean Region and much of Asia. It has also been introduced to the Americas and Oceania and is probably absent only from the coldest areas of the Northern Hemisphere."" https://www.cabi.org/isc/datasheet/112767. ",,1,,,AF;AS;EUR,Angola;Botswana;Egypt;Eswatini;Ethiopia;Kenya;Lesotho;Madagascar;Malawi;Morocco;Mozambique;Namibia;Nigeria;Somalia;South Africa;South Sudan;Sudan;Tanzania;Uganda;Zambia;Zimbabwe;Afghanistan;Bangladesh;Bhutan;Cambodia;India;Israel;Jordan;Laos;Lebanon;Malaysia;Myanmar (Burma);Nepal;Pakistan;Palestinian Territories;Philippines;Saudi Arabia;Singapore;Sri Lanka;Syria;Thailand;Turkey;Vietnam;Yemen;Bosnia & Herzegovina;Bulgaria;Croatia;Cyprus;France;Greece;Italy;Montenegro;North Macedonia;Russia;Slovenia;Timor-Leste;Serbia;Montenegro
Feathertop Rhodes grass,Chloris virgata,Liliopsida,,Nigel,"The native distribution range of this grass species is still uncertain, however this datasheet follows the most widely accepted view among botanists that considers this species as native to the Americas, occurring naturally from the United States in North America to Argentina in South America, and introduced elsewhere."" https://www.cabi.org/isc/datasheet/113265",,1,,,NAm; SAm,Argentina;Ecuador;United States;Mexico;El Salvador;Nicaragua;Panama;Bolivia;Brazil;Chile;Colombia;Paraguay;Peru;Venezuela
Wild turnip,Brassica tournefortii,Magnoliopsida,,Nigel,explicitly not native in Australia and USA in CABI,,1,,,AF;EUR;AS,Israel;Egypt;Saudi Arabia;Spain;Italy;Tunisia;Algeria;Turkey;Iran;Morocco;Cyprus;Greece;Iraq;Lebanon;Jordan;Kuwait;Oman;United Arab Emirates;Syria;Argentina;Algeria;Libya;Azerbaijan;Bhutan;Pakistan;Qatar;Turkmenistan;Uzbekistan;Yemen;Cyprus;
Sow thistle / milk thistle,Sonchus oleraceus,Magnoliopsida,,Nigel,"CABI says it's from Europe, Northern Africa and Western Asia",,1,,,EUR;AS;AF,Portugal;France;United Kingdom;Netherlands;Croatia;Italy;Algeria;Libya;Morocco;Tunisia;Afghanistan;Armenia;Azerbaijan;Georgia;Iran;Iraq;Israel;Jordan;Kazahkstan;Kyrgyzstan;Lebanon;North Korea;Pakistan;South Korea;Syria;Turkey;Albania;Austria;Belarus;Belgium;Bosnia and Herzegovina;Cyprus;Denmark;Estonia;Germany;Hungary;Ireland;Latvia;Lithuania;Moldova;Montenegro;Poland;Russia;Serbia;Slovakia
Wild radish,Raphanus raphanistrum,Magnoliopsida,,Nigel,"CABI doesn't mark any countries as native; species is not in GISD. Quote from CABI: ""R. raphanistrum, probably European in origin, occurs as a weed on all continents, but is absent from tropical Western Africa and South and East Asia (Holm et al., 1997).""",,1,,,EUR,
Wild mustard,Sisymbrium officinale,Magnoliopsida,,Nigel,"CABI doesn't mark any countries as ""native"". https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:289589-1: ""native range is Macaronesia, Europe to Central Asia and W. & N. Iran, N. Africa"" ",,1,,,AF;AS,
Ryegrass,Lolium rigidum,Liliopsida,,Nigel,Countries OK: match CABI,,1,,,AF;AS;EUR,Algeria;Egypt;Libya;Morocco;Tunisia;Afghanistan;Armenia;Azerbaijan;Georgia;India;Iran;Iraq;Israel;Jordan;Kuwait;Lebanon;Pakistan;Saudi Arabia;Syria;Turkey;Turkmenistan;Uzbekistan;Albania;Bulgaria;Greece;Italy;Portugal;Russia;Spain;Switzerland;Ukraine;Algeria;Egypt;Libya;Morocco;Tunisia;Afghanistan;Armenia;Azerbaijan;Georgia;India;Iran;Iraq;Israel;Jordan;Kuwait;Lebanon;Pakistan;Saudi Arabia;Syria;Turkey;Turkmenistan;Uzbekistan;Albania;Bulgaria;Greece;Italy;Portugal;Russia;Spain;Switzerland;Ukraine
Barnyard grass,Echinochloa glabrescens,Liliopsida,,Nigel,"Native range:  Eastern Asia (Waterhouse & Mitchell, 1998; p. 15-35). Afghanistan, Bhutan, India, Sri Lanka (GRIN) (http://www.hear.org/pier/species/echinochloa_glabrescens.htm)  I can't find a copy of Waterhouse & Mitchell (1999) so I can't add individual countries.",,1,,,AS,Afghanistan;Bhutan;India;Sri Lanka
Black bindweed / climbing buckwheat,Fallopia convolvulus,Magnoliopsida,,Nigel,There are a LOT of countries in CABI distribution table marked as native that are not listed here (Not Native in North America according to CABI data table. https://www.cabi.org/isc/datasheet/23874,,1,,,EUR;AF;AS,Algeria;Egypt;Libya;Afghanistan;Armenia;Azerbaijan;Bhutan;China;Georgia;Israel;Jordan;Kazakhstan;Kyrgyzstan;Lebanon;Nepal;North Korea;Pakistan;Syria;Taiwan;Tajikistan;Uzbekistan;Cyprus
Phalaris,Phalaris aquatica,Liliopsida,,Nigel,"""P. aquatica originated in countries around the Mediterranean and the Middle East"" https://www.cabi.org/isc/datasheet/70355",,1,,,AF;EUR;AS,Algeria;Libya;Morocco;Tunisia;Azerbaijan;Iraq;Israel;Lebaon;Syria;Turkey;Albania;Bulgaria;Croatia;Cyprus;France;Greece;Italy;Portugal;Spain
Doublegee,Rumex hypogaeus,Magnoliopsida,,Ross,Corrected: https://florabase.dpaw.wa.gov.au/browse/profile/46434; https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77152626-1,NA,1,,,AF,South Africa;Swaziland;Namibia;Lesotho
Cutleaf mignonette,Reseda lutea,Magnoliopsida,,Ross,"Corrected: https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:715534-1#:~:text=This%20species%20is%20accepted%2C%20and,Africa.",NA,1,,,AF;AS;EUR,Albania;Algeria;Austria;Belgium;Bulgaria;Czechia;Slovakia;Egypt;France;Germany;Greece;United Kingdom;Hungary;Iran;Iraq;Ireland;Italy;Kazakhstan;Kyrgyzstan;Lebanon;Syria;Lesotho;Libya;Morocco;Netherlands;Palestine;Poland;Portugal;Romania;Saudi Arabia;South Africa;Russia;Spain;Switzerland;Tajikistan;Tunisia;Turkey;Turkmenistan;Ukraine;Uzbekistan
